data_id,treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78,agesq,agecube,educsq,educcube,u74,u75,educ_re74,re74sq,re75sq,hisp_u74
CPS1,0,29,12,0,0,1,0,18767.82,18024.971,19052.33,841,24389,144,1728,0,0,225213.84,352231072,324899584,0
CPS1,0,27,12,0,0,0,0,20086.4,13592.13,0,729,19683,144,1728,0,0,241036.81,403463488,184746000,0
CPS1,0,26,12,0,0,1,0,0,0,0,676,17576,144,1728,1,1,0,0,0,0
CPS1,0,29,12,0,0,1,0,21802.721,21770.32,18402.131,841,24389,144,1728,0,0,261632.66,475358624,473946848,0
CPS1,0,34,14,0,0,1,0,25862.32,25243.551,25564.67,1156,39304,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,34,12,0,0,1,0,23642.471,23542.74,25564.67,1156,39304,144,1728,0,0,283709.66,558966400,554260608,0
CPS1,0,42,18,0,0,1,0,25862.32,25243.551,25564.67,1764,74088,324,5832,0,0,465521.75,668859584,637236864,0
CPS1,0,31,16,0,0,1,0,25862.32,25243.551,25564.67,961,29791,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,29,13,0,0,1,0,17547.189,18989.949,25043.029,841,24389,169,2197,0,0,228113.47,307903872,360618176,0
CPS1,0,52,9,1,0,0,1,10370.4,7678.6938,0,2704,140608,81,729,0,0,93333.602,107545208,58962340,0
CPS1,0,17,11,0,0,0,1,0,1068.823,8094.9858,289,4913,121,1331,1,0,0,0,1142382.6,0
CPS1,0,55,8,0,0,1,1,17088.73,19322.949,19904.98,3025,166375,64,512,0,0,136709.84,292024704,373376352,0
CPS1,0,16,10,0,0,0,1,0,0,13915.75,256,4096,100,1000,1,1,0,0,0,0
CPS1,0,54,11,0,0,1,1,0,0,0,2916,157464,121,1331,1,1,0,0,0,0
CPS1,0,38,12,0,0,1,0,25862.32,25243.551,25564.67,1444,54872,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,49,6,0,0,1,1,18401.43,22670.85,19200.1,2401,117649,36,216,0,0,110408.58,338612608,513967424,0
CPS1,0,28,12,0,0,1,0,905.18127,0,0,784,21952,144,1728,0,1,10862.176,819353.13,0,0
CPS1,0,19,12,0,0,0,0,3038.823,5415.7261,9695.3643,361,6859,144,1728,0,0,36465.875,9234445,29330088,0
CPS1,0,40,9,0,0,1,1,20682.02,19980,19989.211,1600,64000,81,729,0,0,186138.17,427745920,399200384,0
CPS1,0,47,12,0,0,1,0,0,0,0,2209,103823,144,1728,1,1,0,0,0,0
CPS1,0,53,12,0,0,1,0,21775.289,20241.391,19897.59,2809,148877,144,1728,0,0,261303.47,474163200,409713888,0
CPS1,0,28,12,0,0,1,0,20868.15,15980.42,21729.971,784,21952,144,1728,0,0,250417.81,435479712,255373824,0
CPS1,0,44,16,0,0,1,0,25862.32,25243.551,25564.67,1936,85184,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,48,17,0,0,1,0,0,0,0,2304,110592,289,4913,1,1,0,0,0,0
CPS1,0,16,10,0,0,0,1,0,0,725.56372,256,4096,100,1000,1,1,0,0,0,0
CPS1,0,51,10,0,0,1,1,22946.93,22715.609,0,2601,132651,100,1000,0,0,229469.3,526561568,515998912,0
CPS1,0,23,14,0,0,1,0,10015.77,16478.131,0,529,12167,196,2744,0,0,140220.78,100315640,271528800,0
CPS1,0,17,10,0,0,0,1,0,1593.387,8145.229,289,4913,100,1000,1,0,0,0,2538882,0
CPS1,0,26,12,0,0,1,0,15378.29,15516.73,17460.82,676,17576,144,1728,0,0,184539.48,236491808,240768928,0
CPS1,0,42,17,0,0,1,0,1910.285,988.25812,0,1764,74088,289,4913,0,0,32474.846,3649189,976654.13,0
CPS1,0,44,12,0,0,1,0,24696.561,25243.551,25564.67,1936,85184,144,1728,0,0,296358.72,609920128,637236864,0
CPS1,0,39,12,0,0,1,0,25862.32,25243.551,13934.96,1521,59319,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,26,16,0,0,1,0,25862.32,25243.551,25564.67,676,17576,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,29,17,0,0,1,0,25862.32,25243.551,25564.67,841,24389,289,4913,0,0,439659.44,668859584,637236864,0
CPS1,0,30,14,0,0,1,0,3199.4829,50.129028,0,900,27000,196,2744,0,0,44792.762,10236691,2512.9194,0
CPS1,0,49,8,0,0,1,1,25862.32,18477.92,20061.619,2401,117649,64,512,0,0,206898.56,668859584,341433536,0
CPS1,0,33,9,0,0,1,1,19287.02,18828.82,23154.5,1089,35937,81,729,0,0,173583.17,371989120,354524480,0
CPS1,0,34,12,0,0,1,0,9208.5537,16315.21,0,1156,39304,144,1728,0,0,110502.64,84797464,266186080,0
CPS1,0,51,10,1,0,1,1,7876.2529,7454.9028,6088.2329,2601,132651,100,1000,0,0,78762.531,62035360,55575576,0
CPS1,0,33,12,1,0,1,0,25862.32,25243.551,25564.67,1089,35937,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,25,16,1,0,0,0,0,2023.0649,2974.6641,625,15625,256,4096,1,0,0,0,4092791.8,0
CPS1,0,26,16,1,0,0,0,12907.65,12652.21,16438.23,676,17576,256,4096,0,0,206522.41,166607440,160078416,0
CPS1,0,30,14,0,0,1,0,25862.32,25243.551,0,900,27000,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,24,12,0,0,1,0,19620.1,19009.65,25564.67,576,13824,144,1728,0,0,235441.19,384948320,361366816,0
CPS1,0,34,16,0,0,1,0,25862.32,25243.551,25564.67,1156,39304,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,41,12,0,0,1,0,25862.32,25243.551,25564.67,1681,68921,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,47,16,0,0,1,0,25862.32,25243.551,25564.67,2209,103823,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,17,11,0,0,0,1,1393.0389,2851.9839,2507.7019,289,4913,121,1331,0,0,15323.429,1940557.5,8133812,0
CPS1,0,36,12,0,0,1,0,14616.13,17829.82,5278.439,1296,46656,144,1728,0,0,175393.56,213631248,317902496,0
CPS1,0,31,18,0,0,1,0,25862.32,20599.449,25564.67,961,29791,324,5832,0,0,465521.75,668859584,424337312,0
CPS1,0,39,12,0,0,1,0,25862.32,25243.551,2147.137,1521,59319,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,46,12,0,0,1,0,25862.32,25243.551,0,2116,97336,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,20,13,0,0,0,0,5691.6699,6119.3232,0,400,8000,169,2197,0,0,73991.711,32395106,37446116,0
CPS1,0,18,11,0,0,0,1,0,0,2129.4041,324,5832,121,1331,1,1,0,0,0,0
CPS1,0,51,12,0,0,1,0,25862.32,25243.551,25564.67,2601,132651,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,38,9,0,0,1,1,25862.32,25243.551,25564.67,1444,54872,81,729,0,0,232760.88,668859584,637236864,0
CPS1,0,35,12,0,0,1,0,0,0,0,1225,42875,144,1728,1,1,0,0,0,0
CPS1,0,31,14,0,0,1,0,25862.32,23766.529,24599.711,961,29791,196,2744,0,0,362072.5,668859584,564847936,0
CPS1,0,44,8,0,0,1,1,25862.32,25243.551,25564.67,1936,85184,64,512,0,0,206898.56,668859584,637236864,0
CPS1,0,28,12,0,0,1,0,25572.35,23587.5,25564.67,784,21952,144,1728,0,0,306868.19,653945088,556370176,0
CPS1,0,23,12,0,0,1,0,21504.91,25243.551,25564.67,529,12167,144,1728,0,0,258058.92,462461152,637236864,0
CPS1,0,29,14,0,0,1,0,0,1895.952,7217.2168,841,24389,196,2744,1,0,0,0,3594634,0
CPS1,0,35,8,0,1,1,1,23315.27,19847.52,22686.061,1225,42875,64,512,0,0,186522.16,543601792,393924032,0
CPS1,0,36,14,0,0,1,0,25862.32,25243.551,25564.67,1296,46656,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,40,12,0,0,1,0,25862.32,25243.551,25564.67,1600,64000,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,52,7,0,1,1,1,25862.32,14514.15,25564.67,2704,140608,49,343,0,0,181036.25,668859584,210660560,0
CPS1,0,30,13,0,0,1,0,1063.882,0,0,900,27000,169,2197,0,1,13830.466,1131844.9,0,0
CPS1,0,46,8,0,0,0,1,25862.32,24448.65,25564.67,2116,97336,64,512,0,0,206898.56,668859584,597736512,0
CPS1,0,46,8,0,0,1,1,16679.24,23059.35,25564.67,2116,97336,64,512,0,0,133433.92,278197056,531733600,0
CPS1,0,33,12,0,0,0,0,6583.1362,9954.1943,15663.9,1089,35937,144,1728,0,0,78997.633,43337684,99085984,0
CPS1,0,34,12,1,0,1,0,0,0,18716.881,1156,39304,144,1728,1,1,0,0,0,0
CPS1,0,43,9,0,0,1,1,25862.32,25243.551,25564.67,1849,79507,81,729,0,0,232760.88,668859584,637236864,0
CPS1,0,17,11,0,0,0,1,0,3220.79,11790.78,289,4913,121,1331,1,0,0,0,10373488,0
CPS1,0,21,12,0,0,0,0,14910.02,17956.939,0,441,9261,144,1728,0,0,178920.23,222308688,322451680,0
CPS1,0,32,12,0,0,0,0,19373.23,16605.24,25564.67,1024,32768,144,1728,0,0,232478.77,375322048,275734016,0
CPS1,0,42,12,0,0,0,0,21154.199,19706.08,20708.859,1764,74088,144,1728,0,0,253850.39,447500160,388329600,0
CPS1,0,43,12,0,1,1,0,25862.32,25243.551,25564.67,1849,79507,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,49,7,0,0,1,1,21508.83,17917.551,17298.27,2401,117649,49,343,0,0,150561.81,462629760,321038624,0
CPS1,0,37,10,0,1,1,1,13356.32,12591.34,16679.1,1369,50653,100,1000,0,0,133563.2,178391296,158541840,0
CPS1,0,20,14,0,0,0,0,3201.4419,3614.6609,13008.43,400,8000,196,2744,0,0,44820.188,10249230,13065773,0
CPS1,0,25,17,0,0,1,0,8348.4355,3458.9031,12780.86,625,15625,289,4913,0,0,141923.41,69696376,11964010,0
CPS1,0,20,13,1,0,0,0,813.0957,0,1306.3101,400,8000,169,2197,0,1,10570.244,661124.63,0,0
CPS1,0,31,12,0,0,1,0,18808.961,21834.77,16732.301,961,29791,144,1728,0,0,225707.53,353777024,476757152,0
CPS1,0,21,14,0,0,1,0,16781.119,21175.939,19109.961,441,9261,196,2744,0,0,234935.67,281605952,448420416,0
CPS1,0,37,9,1,0,1,1,25862.32,25243.551,25564.67,1369,50653,81,729,0,0,232760.88,668859584,637236864,0
CPS1,0,25,12,0,0,1,0,25862.32,22328.9,20352.73,625,15625,144,1728,0,0,310347.84,668859584,498579808,0
CPS1,0,33,12,0,0,1,0,7993.8091,10251.39,2902.2549,1089,35937,144,1728,0,0,95925.711,63900984,105090992,0
CPS1,0,44,12,0,0,0,0,25862.32,16696.551,25564.67,1936,85184,144,1728,0,0,310347.84,668859584,278774816,0
CPS1,0,22,12,0,0,0,0,1291.157,0,3917.4529,484,10648,144,1728,0,1,15493.884,1667086.4,0,0
CPS1,0,47,8,1,0,1,1,25862.32,25243.551,25564.67,2209,103823,64,512,0,0,206898.56,668859584,637236864,0
CPS1,0,29,12,1,0,0,0,25862.32,25243.551,14908.78,841,24389,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,24,13,1,0,0,0,13201.54,14165.03,3092.8821,576,13824,169,2197,0,0,171620.02,174280656,200648080,0
CPS1,0,54,14,1,0,1,0,23554.311,24747.631,25564.67,2916,157464,196,2744,0,0,329760.34,554805568,612445248,0
CPS1,0,22,12,1,0,0,0,15552.66,3949.4519,24980.971,484,10648,144,1728,0,0,186631.92,241885232,15598170,0
CPS1,0,49,14,0,0,1,0,25862.32,0,25564.67,2401,117649,196,2744,0,1,362072.5,668859584,0,0
CPS1,0,53,10,0,0,1,1,23015.51,23284.939,25564.67,2809,148877,100,1000,0,0,230155.09,529713696,542188416,0
CPS1,0,22,12,0,0,1,0,24097.02,9109.1611,1439.306,484,10648,144,1728,0,0,289164.25,580666368,82976816,0
CPS1,0,43,14,0,0,1,0,25862.32,18782.27,0,1849,79507,196,2744,0,0,362072.5,668859584,352773664,0
CPS1,0,44,12,0,0,1,0,25862.32,25243.551,25564.67,1936,85184,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,47,12,0,0,1,0,23370.131,3827.71,23225.43,2209,103823,144,1728,0,0,280441.56,546163008,14651364,0
CPS1,0,46,17,0,0,0,0,25862.32,25243.551,25564.67,2116,97336,289,4913,0,0,439659.44,668859584,637236864,0
CPS1,0,53,5,0,0,0,1,20497.85,23693.131,25564.67,2809,148877,25,125,0,0,102489.25,420161824,561364480,0
CPS1,0,27,14,0,0,1,0,25862.32,25243.551,25564.67,729,19683,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,42,16,0,0,1,0,23185.961,23755.789,25564.67,1764,74088,256,4096,0,0,370975.38,537588800,564337536,0
CPS1,0,54,14,0,0,1,0,25862.32,25243.551,25564.67,2916,157464,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,24,14,0,0,0,0,4049.804,1213.839,16352.52,576,13824,196,2744,0,0,56697.254,16400912,1473405.1,0
CPS1,0,46,12,0,0,1,0,17799.939,9719.6611,1477.7271,2116,97336,144,1728,0,0,213599.28,316837856,94471816,0
CPS1,0,16,10,0,0,0,1,0,717.91937,565.9693,256,4096,100,1000,1,0,0,0,515408.22,0
CPS1,0,49,13,0,0,1,0,25862.32,17509.35,25564.67,2401,117649,169,2197,0,0,336210.16,668859584,306577312,0
CPS1,0,17,11,0,0,0,1,0,0,19336.051,289,4913,121,1331,1,1,0,0,0,0
CPS1,0,36,15,0,0,0,0,25862.32,25243.551,25564.67,1296,46656,225,3375,0,0,387934.81,668859584,637236864,0
CPS1,0,33,12,0,0,1,0,19102.85,18619.35,9752.9951,1089,35937,144,1728,0,0,229234.19,364918848,346680192,0
CPS1,0,42,9,0,1,1,1,25862.32,25243.551,25564.67,1764,74088,81,729,0,0,232760.88,668859584,637236864,0
CPS1,0,22,14,0,0,1,0,23689.49,22744.26,25564.67,484,10648,196,2744,0,0,331652.88,561191936,517301344,0
CPS1,0,27,12,0,0,1,0,25862.32,25243.551,25564.67,729,19683,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,22,14,0,0,0,0,5950.293,3859.9351,25564.67,484,10648,196,2744,0,0,83304.102,35405988,14899099,0
CPS1,0,26,16,0,0,1,0,16775.24,18315,21768.391,676,17576,256,4096,0,0,268403.84,281408672,335439232,0
CPS1,0,35,12,0,0,1,0,24821.949,25243.551,25564.67,1225,42875,144,1728,0,0,297863.38,616129152,637236864,0
CPS1,0,37,6,0,1,1,1,13779.52,8321.4189,1015.198,1369,50653,36,216,0,0,82677.117,189875152,69246016,0
CPS1,0,41,12,0,0,1,0,25862.32,25243.551,25564.67,1681,68921,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,29,14,0,0,1,0,8779.4746,800.27417,2354.0181,841,24389,196,2744,0,0,122912.64,77079176,640438.75,0
CPS1,0,53,10,0,0,1,1,15356.73,9304.3057,19680.359,2809,148877,100,1000,0,0,153567.31,235829168,86570104,0
CPS1,0,16,9,0,0,0,1,0,0,0,256,4096,81,729,1,1,0,0,0,0
CPS1,0,25,12,0,0,1,0,16820.311,16599.869,15242.75,625,15625,144,1728,0,0,201843.72,282922848,275555648,0
CPS1,0,36,12,0,0,1,0,25862.32,25243.551,25564.67,1296,46656,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,53,12,0,0,1,0,25862.32,25243.551,25564.67,2809,148877,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,46,9,0,0,0,1,25862.32,25243.551,25564.67,2116,97336,81,729,0,0,232760.88,668859584,637236864,0
CPS1,0,40,8,0,0,1,1,22462.99,14652,14459.55,1600,64000,64,512,0,0,179703.92,504585920,214681104,0
CPS1,0,37,12,0,0,1,0,25862.32,25243.551,25564.67,1369,50653,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,55,12,0,0,1,0,25862.32,25243.551,25564.67,3025,166375,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,17,11,0,0,0,1,393.81259,3770.4189,0,289,4913,121,1331,0,0,4331.9385,155088.36,14216059,0
CPS1,0,49,12,0,0,1,0,22737.289,11311.26,0,2401,117649,144,1728,0,0,272847.47,516984320,127944600,0
CPS1,0,18,12,0,0,0,0,6438.1509,8378.71,14081.26,324,5832,144,1728,0,0,77257.813,41449788,70202784,0
CPS1,0,25,12,1,0,1,0,20280.369,19963.891,23609.641,625,15625,144,1728,0,0,243364.44,411293376,398556928,0
CPS1,0,26,12,0,0,1,0,16273.67,15534.63,19584.311,676,17576,144,1728,0,0,195284.03,264832336,241324720,0
CPS1,0,52,16,0,0,0,0,25862.32,25243.551,25564.67,2704,140608,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,44,12,0,0,1,0,20664.391,20243.18,21860.01,1936,85184,144,1728,0,0,247972.69,427017024,409786336,0
CPS1,0,31,12,0,0,0,0,20715.33,24147.869,25564.67,961,29791,144,1728,0,0,248583.97,429124896,583119616,0
CPS1,0,24,12,0,0,0,0,22088.77,23413.84,25564.67,576,13824,144,1728,0,0,265065.25,487913728,548207872,0
CPS1,0,36,12,1,0,1,0,15834.79,19980,25564.67,1296,46656,144,1728,0,0,190017.48,250740576,399200384,0
CPS1,0,35,14,0,0,1,0,25111.92,25243.551,25564.67,1225,42875,196,2744,0,0,351566.88,630608512,637236864,0
CPS1,0,28,15,0,0,1,0,585.8208,0,0,784,21952,225,3375,0,1,8787.3125,343186,0,0
CPS1,0,32,16,0,0,1,0,0,0,1822.037,1024,32768,256,4096,1,1,0,0,0,0
CPS1,0,32,12,0,0,1,0,19606.381,9920.1768,14.77727,1024,32768,144,1728,0,0,235276.56,384410176,98409904,0
CPS1,0,33,14,0,0,1,0,25862.32,25243.551,25564.67,1089,35937,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,27,15,0,0,0,0,3530.5991,5551.79,8564.9033,729,19683,225,3375,0,0,52958.988,12465130,30822372,0
CPS1,0,27,16,0,0,1,0,25862.32,25243.551,25564.67,729,19683,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,26,13,0,0,1,0,16567.561,9950.6133,25564.67,676,17576,169,2197,0,0,215378.28,274484064,99014704,0
CPS1,0,25,16,1,0,1,0,1238.257,218.4194,0,625,15625,256,4096,0,0,19812.111,1533280.3,47707.035,0
CPS1,0,30,12,1,0,1,0,18211.381,23768.32,22230.92,900,27000,144,1728,0,0,218536.56,331654400,564933056,0
CPS1,0,20,12,0,0,1,0,6769.2671,19446.48,25564.67,400,8000,144,1728,0,0,81231.203,45822976,378165600,0
CPS1,0,24,10,0,0,1,1,5973.8042,3802.645,2627.3979,576,13824,100,1000,0,0,59738.043,35686336,14460109,0
CPS1,0,28,11,1,0,1,1,2045.475,861.1452,0,784,21952,121,1331,0,0,22500.225,4183968,741571.06,0
CPS1,0,32,12,0,0,1,0,25213.801,25243.551,25564.67,1024,32768,144,1728,0,0,302565.63,635735744,637236864,0
CPS1,0,42,8,0,0,1,1,20188.289,21054.189,23249.07,1764,74088,64,512,0,0,161506.31,407567008,443278880,0
CPS1,0,17,11,0,0,0,1,0,0,20182.789,289,4913,121,1331,1,1,0,0,0,0
CPS1,0,31,12,0,0,1,0,18405.35,18051.82,20144.369,961,29791,144,1728,0,0,220864.19,338756896,325868224,0
CPS1,0,30,14,0,0,1,0,17533.48,18381.24,21149.221,900,27000,196,2744,0,0,245468.72,307422944,337869984,0
CPS1,0,16,9,0,0,0,1,1187.316,768.0484,0,256,4096,81,729,0,0,10685.845,1409719.4,589898.38,0
CPS1,0,27,12,0,0,1,0,22092.689,21856.26,25564.67,729,19683,144,1728,0,0,265112.28,488086912,477696096,0
CPS1,0,40,8,0,0,1,1,19449.641,18433.16,18430.211,1600,64000,64,512,0,0,155597.13,378288512,339781408,0
CPS1,0,21,11,0,0,1,1,2921.2671,866.51611,0,441,9261,121,1331,0,0,32133.938,8533801,750850.19,0
CPS1,0,41,8,0,0,1,1,20633.039,19981.789,21985.619,1681,68921,64,512,0,0,165064.31,425722304,399271904,0
CPS1,0,27,9,0,0,1,1,13622.78,18925.5,14610.28,729,19683,81,729,0,0,122605.02,185580144,358174560,0
CPS1,0,47,12,0,0,1,0,25862.32,25243.551,20609.85,2209,103823,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,22,12,0,0,0,0,21920.279,12328.16,19851.779,484,10648,144,1728,0,0,263043.34,480498656,151983536,0
CPS1,0,31,12,0,0,1,0,493.7352,223.7903,0,961,29791,144,1728,0,0,5924.8223,243774.45,50082.098,0
CPS1,0,43,16,0,0,1,0,25862.32,25243.551,25564.67,1849,79507,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,30,12,0,0,1,0,18422.99,19190.471,25564.67,900,27000,144,1728,0,0,221075.88,339406560,368274176,0
CPS1,0,32,18,0,0,1,0,25862.32,25243.551,25564.67,1024,32768,324,5832,0,0,465521.75,668859584,637236864,0
CPS1,0,30,16,0,0,1,0,24008.859,25243.551,19757.199,900,27000,256,4096,0,0,384141.75,576425344,637236864,0
CPS1,0,27,16,0,0,1,0,19161.631,19442.9,19505.99,729,19683,256,4096,0,0,306586.09,367168096,378026368,0
CPS1,0,34,8,0,1,0,1,15172.56,13900.06,15919.55,1156,39304,64,512,0,0,121380.48,230206560,193211664,0
CPS1,0,31,12,0,0,1,0,17578.539,16361.76,17926.301,961,29791,144,1728,0,0,210942.47,309005024,267707184,0
CPS1,0,54,12,0,0,1,0,25862.32,19587.92,25564.67,2916,157464,144,1728,0,0,310347.84,668859584,383686592,0
CPS1,0,16,10,0,0,0,1,0,2733.823,11622.32,256,4096,100,1000,1,0,0,0,7473788,0
CPS1,0,17,9,0,0,0,1,0,1015.113,2924.4209,289,4913,81,729,1,0,0,0,1030454.4,0
CPS1,0,28,16,0,0,1,0,12590.25,4882.21,25564.67,784,21952,256,4096,0,0,201444,158514400,23835974,0
CPS1,0,32,9,0,0,1,1,11826.13,8650.8389,25564.67,1024,32768,81,729,0,0,106435.17,139857344,74837016,0
CPS1,0,37,12,0,0,1,0,25862.32,25243.551,25564.67,1369,50653,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,19,13,0,0,0,0,3848,0,12154.3,361,6859,169,2197,0,1,50024,14807104,0,0
CPS1,0,16,10,0,0,0,1,158.70061,2628.1941,5393.7021,256,4096,100,1000,0,0,1587.0061,25185.883,6907404,0
CPS1,0,34,9,0,0,1,1,18805.039,16137.97,24791.82,1156,39304,81,729,0,0,169245.34,353629504,260434064,0
CPS1,0,24,11,0,0,0,1,4553.3359,1075.984,17199.26,576,13824,121,1331,0,0,50086.695,20732868,1157741.6,0
CPS1,0,20,10,0,0,0,1,14077.33,15557.9,13094.14,400,8000,100,1000,0,0,140773.3,198171216,242048272,0
CPS1,0,42,11,0,0,1,1,25223.6,21340.65,18898.65,1764,74088,121,1331,0,0,277459.59,636229952,455423360,0
CPS1,0,42,12,0,0,1,0,899.30353,1613.0811,1997.886,1764,74088,144,1728,0,0,10791.643,808746.81,2602030.5,0
CPS1,0,28,14,0,0,1,0,19751.369,19108.109,20159.15,784,21952,196,2744,0,0,276519.16,390116576,365119840,0
CPS1,0,54,9,0,0,1,1,22118.16,21057.77,24747.49,2916,157464,81,729,0,0,199063.44,489213024,443429664,0
CPS1,0,42,8,0,0,1,1,21841.91,20150.08,17991.32,1764,74088,64,512,0,0,174735.28,477069024,406025728,0
CPS1,0,23,12,0,0,1,0,25862.32,25243.551,25564.67,529,12167,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,55,11,0,0,1,1,0,6967.9351,17146.061,3025,166375,121,1331,1,0,0,0,48552120,0
CPS1,0,19,12,0,0,0,0,4616.0332,5317.2578,3884.9431,361,6859,144,1728,0,0,55392.398,21307762,28273230,0
CPS1,0,46,12,0,0,1,0,25862.32,25243.551,25564.67,2116,97336,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,32,12,0,0,1,0,25678.15,24917.711,21016.23,1024,32768,144,1728,0,0,308137.81,659367424,620892288,0
CPS1,0,49,14,0,0,1,0,25862.32,25243.551,25564.67,2401,117649,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,16,9,0,0,0,1,0,0,4640.061,256,4096,81,729,1,1,0,0,0,0
CPS1,0,41,13,0,0,1,0,0,0,0,1681,68921,169,2197,1,1,0,0,0,0
CPS1,0,37,11,0,0,1,1,22592.311,6634.9351,16877.119,1369,50653,121,1331,0,0,248515.42,510412480,44022364,0
CPS1,0,18,12,0,0,0,0,0,0,10218.48,324,5832,144,1728,1,1,0,0,0,0
CPS1,0,16,8,0,0,0,1,0,0,3997.25,256,4096,64,512,1,1,0,0,0,0
CPS1,0,42,9,0,0,1,1,12167.05,16522.891,16226.92,1764,74088,81,729,0,0,109503.45,148037104,273005920,0
CPS1,0,21,14,0,0,0,0,5734.7739,0,4351.9048,441,9261,196,2744,0,1,80286.836,32887632,0,0
CPS1,0,20,12,0,0,0,0,0,1124.323,0,400,8000,144,1728,1,0,0,0,1264102.3,0
CPS1,0,27,13,0,0,1,0,11869.24,12671.9,25564.67,729,19683,169,2197,0,0,154300.13,140878864,160577056,0
CPS1,0,30,10,0,0,1,1,18679.65,16494.24,885.1582,900,27000,100,1000,0,0,186796.5,348929344,272059968,0
CPS1,0,21,12,0,0,0,0,14698.42,12754.26,19105.529,441,9261,144,1728,0,0,176381.03,216043552,162671136,0
CPS1,0,44,14,0,0,1,0,22847.01,21902.811,25564.67,1936,85184,196,2744,0,0,319858.13,521985856,479733120,0
CPS1,0,17,11,0,0,0,1,0,393.871,4242.5532,289,4913,121,1331,1,0,0,0,155134.36,0
CPS1,0,32,16,0,0,0,0,24038.24,23560.65,23534.27,1024,32768,256,4096,0,0,384611.84,577836992,555104256,0
CPS1,0,49,13,0,0,1,0,25862.32,25243.551,25564.67,2401,117649,169,2197,0,0,336210.16,668859584,637236864,0
CPS1,0,49,16,0,0,1,0,25862.32,25243.551,25564.67,2401,117649,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,31,12,1,0,1,0,25862.32,25243.551,25564.67,961,29791,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,31,14,0,0,1,0,25862.32,14270.66,2402.783,961,29791,196,2744,0,0,362072.5,668859584,203651744,0
CPS1,0,48,16,0,0,1,0,25025.711,22615.35,23036.279,2304,110592,256,4096,0,0,400411.38,626286208,511454048,0
CPS1,0,19,13,0,0,0,0,4041.967,5353.0649,8522.0488,361,6859,169,2197,0,0,52545.57,16337498,28655304,0
CPS1,0,30,12,0,0,1,0,14790.51,9982.8389,8598.8906,900,27000,144,1728,0,0,177486.13,218759184,99657072,0
CPS1,0,47,8,0,0,1,1,23714.971,20893.061,25564.67,2209,103823,64,512,0,0,189719.77,562399808,436519968,0
CPS1,0,17,10,0,0,0,1,656.35437,4269.9189,11010.54,289,4913,100,1000,0,0,6563.5439,430801.06,18232208,0
CPS1,0,22,12,0,0,1,0,9992.2607,6214.21,19556.23,484,10648,144,1728,0,0,119907.13,99845272,38616404,0
CPS1,0,31,12,0,0,1,0,23397.561,25164.77,22832.35,961,29791,144,1728,0,0,280770.72,547445824,633265600,0
CPS1,0,49,2,0,0,1,1,20282.33,18966.68,23411.619,2401,117649,4,8,0,0,40564.66,411372928,359734944,0
CPS1,0,22,9,0,0,0,1,6702.6519,7283.0322,5952.2832,484,10648,81,729,0,0,60323.867,44925540,53042560,0
CPS1,0,32,12,0,0,1,0,24584.881,24450.439,20564.039,1024,32768,144,1728,0,0,295018.56,604416384,597824000,0
CPS1,0,25,13,0,0,0,0,18881.449,22445.27,23525.41,625,15625,169,2197,0,0,245458.84,356509120,503790112,0
